!amt_assignment_ids,!amt_worker_ids,!anger,!comment,!disgust,!fear,!joy,!sadness,!surprise,!valence,headline,id,unit_id
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","Pacers' Jackson misses gun hearing
",537,149802
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","Pacers' Jackson misses gun hearing
",537,149802
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","Pacers' Jackson misses gun hearing
",537,149802
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","Pacers' Jackson misses gun hearing
",537,149802
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","Pacers' Jackson misses gun hearing
",537,149802
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","Pacers' Jackson misses gun hearing
",537,149802
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","Pacers' Jackson misses gun hearing
",537,149802
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","Pacers' Jackson misses gun hearing
",537,149802
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","Bears fan loses bet and changes name
",527,149792
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","Bears fan loses bet and changes name
",527,149792
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","Bears fan loses bet and changes name
",527,149792
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","Bears fan loses bet and changes name
",527,149792
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","Bears fan loses bet and changes name
",527,149792
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","Bears fan loses bet and changes name
",527,149792
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","Bears fan loses bet and changes name
",527,149792
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","Bears fan loses bet and changes name
",527,149792
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","Bears fan loses bet and changes name
",527,149792
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","Bears fan loses bet and changes name
",527,149792
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","Bernhard set to leave Volkswagen
",536,149801
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","Bernhard set to leave Volkswagen
",536,149801
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","Bernhard set to leave Volkswagen
",536,149801
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","Bernhard set to leave Volkswagen
",536,149801
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","Bernhard set to leave Volkswagen
",536,149801
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","Bernhard set to leave Volkswagen
",536,149801
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","Bernhard set to leave Volkswagen
",536,149801
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","Bernhard set to leave Volkswagen
",536,149801
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","Bernhard set to leave Volkswagen
",536,149801
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","Bernhard set to leave Volkswagen
",536,149801
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","Press sees hope in Mecca talks
",526,149791
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","Press sees hope in Mecca talks
",526,149791
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","Press sees hope in Mecca talks
",526,149791
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","Press sees hope in Mecca talks
",526,149791
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","Press sees hope in Mecca talks
",526,149791
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","Press sees hope in Mecca talks
",526,149791
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","Press sees hope in Mecca talks
",526,149791
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","Press sees hope in Mecca talks
",526,149791
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","Press sees hope in Mecca talks
",526,149791
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","Press sees hope in Mecca talks
",526,149791
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","Discovered boys bring shock, joy
",535,149800
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","Discovered boys bring shock, joy
",535,149800
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","Discovered boys bring shock, joy
",535,149800
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","Discovered boys bring shock, joy
",535,149800
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","Discovered boys bring shock, joy
",535,149800
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","Discovered boys bring shock, joy
",535,149800
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","Discovered boys bring shock, joy
",535,149800
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","Discovered boys bring shock, joy
",535,149800
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","Discovered boys bring shock, joy
",535,149800
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","Discovered boys bring shock, joy
",535,149800
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","US Airways boosts bid for Delta
",525,149790
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","US Airways boosts bid for Delta
",525,149790
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","US Airways boosts bid for Delta
",525,149790
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","US Airways boosts bid for Delta
",525,149790
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","US Airways boosts bid for Delta
",525,149790
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","US Airways boosts bid for Delta
",525,149790
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","US Airways boosts bid for Delta
",525,149790
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","US Airways boosts bid for Delta
",525,149790
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","US Airways boosts bid for Delta
",525,149790
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","US Airways boosts bid for Delta
",525,149790
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","Inter Milan set Serie A win record
",524,149789
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","Inter Milan set Serie A win record
",524,149789
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","Inter Milan set Serie A win record
",524,149789
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","Inter Milan set Serie A win record
",524,149789
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","Inter Milan set Serie A win record
",524,149789
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","Inter Milan set Serie A win record
",524,149789
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","Inter Milan set Serie A win record
",524,149789
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","Inter Milan set Serie A win record
",524,149789
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","Inter Milan set Serie A win record
",524,149789
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","Inter Milan set Serie A win record
",524,149789
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","""Stomp the Yard"" has winning moves in its weekend debut
",534,149799
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","""Stomp the Yard"" has winning moves in its weekend debut
",534,149799
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","""Stomp the Yard"" has winning moves in its weekend debut
",534,149799
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","""Stomp the Yard"" has winning moves in its weekend debut
",534,149799
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","""Stomp the Yard"" has winning moves in its weekend debut
",534,149799
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","""Stomp the Yard"" has winning moves in its weekend debut
",534,149799
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","""Stomp the Yard"" has winning moves in its weekend debut
",534,149799
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","""Stomp the Yard"" has winning moves in its weekend debut
",534,149799
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","""Stomp the Yard"" has winning moves in its weekend debut
",534,149799
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","""Stomp the Yard"" has winning moves in its weekend debut
",534,149799
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","BB star Jackson denies Goody comments
",523,149788
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","BB star Jackson denies Goody comments
",523,149788
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","BB star Jackson denies Goody comments
",523,149788
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","BB star Jackson denies Goody comments
",523,149788
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","BB star Jackson denies Goody comments
",523,149788
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","BB star Jackson denies Goody comments
",523,149788
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","BB star Jackson denies Goody comments
",523,149788
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","BB star Jackson denies Goody comments
",523,149788
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","BB star Jackson denies Goody comments
",523,149788
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","BB star Jackson denies Goody comments
",523,149788
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","TBS to pay $2M fine for ad campaign bomb scare
",533,149798
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","TBS to pay $2M fine for ad campaign bomb scare
",533,149798
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","TBS to pay $2M fine for ad campaign bomb scare
",533,149798
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","TBS to pay $2M fine for ad campaign bomb scare
",533,149798
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","TBS to pay $2M fine for ad campaign bomb scare
",533,149798
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","TBS to pay $2M fine for ad campaign bomb scare
",533,149798
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","TBS to pay $2M fine for ad campaign bomb scare
",533,149798
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","TBS to pay $2M fine for ad campaign bomb scare
",533,149798
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","TBS to pay $2M fine for ad campaign bomb scare
",533,149798
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","TBS to pay $2M fine for ad campaign bomb scare
",533,149798
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","Cisco sues Apple over iPhone name
",522,149787
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","Cisco sues Apple over iPhone name
",522,149787
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","Cisco sues Apple over iPhone name
",522,149787
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","Cisco sues Apple over iPhone name
",522,149787
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","Cisco sues Apple over iPhone name
",522,149787
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","Cisco sues Apple over iPhone name
",522,149787
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","Cisco sues Apple over iPhone name
",522,149787
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","Cisco sues Apple over iPhone name
",522,149787
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","Cisco sues Apple over iPhone name
",522,149787
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","Cisco sues Apple over iPhone name
",522,149787
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","Democrats plot Bush troop increase censure
",521,149786
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","Democrats plot Bush troop increase censure
",521,149786
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","Democrats plot Bush troop increase censure
",521,149786
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","Democrats plot Bush troop increase censure
",521,149786
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","Democrats plot Bush troop increase censure
",521,149786
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","Democrats plot Bush troop increase censure
",521,149786
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","Democrats plot Bush troop increase censure
",521,149786
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","Democrats plot Bush troop increase censure
",521,149786
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","Democrats plot Bush troop increase censure
",521,149786
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","Democrats plot Bush troop increase censure
",521,149786
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","5 money makeovers
",532,149797
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","5 money makeovers
",532,149797
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","5 money makeovers
",532,149797
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","5 money makeovers
",532,149797
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","5 money makeovers
",532,149797
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","5 money makeovers
",532,149797
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","5 money makeovers
",532,149797
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","5 money makeovers
",532,149797
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","5 money makeovers
",532,149797
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","5 money makeovers
",532,149797
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","Carphone Warehouse's mixed signals
",520,149785
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","Carphone Warehouse's mixed signals
",520,149785
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","Carphone Warehouse's mixed signals
",520,149785
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","Carphone Warehouse's mixed signals
",520,149785
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","Carphone Warehouse's mixed signals
",520,149785
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","Carphone Warehouse's mixed signals
",520,149785
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","Carphone Warehouse's mixed signals
",520,149785
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","Carphone Warehouse's mixed signals
",520,149785
YW9ZZVMYWH5Z35Y661EZGZMZ5PDC1GN0NV0XZX6Z,A1DCEOFAUIDY58,"","","","","","","","","Carphone Warehouse's mixed signals
",520,149785
YW9ZZVMYWH5Z35Y661EZ1Z3C7VCCYYBZJV8BAKTZ,AZ209ZYWRSIUG,"","","","","","","","","Carphone Warehouse's mixed signals
",520,149785
YW9ZZVMYWH5Z35Y661EZXY8Z5SZE2RMZS8Y6EZM0,A18WNE09USHJSG,"","","","","","","","","Really?: The claim: the pill can make you put on weight
",531,149796
YW9ZZVMYWH5Z35Y661EZ3K0ZS9Y19H4ZTJY17XZZ,AHFO0JTF5WO8J,"","","","","","","","","Really?: The claim: the pill can make you put on weight
",531,149796
YW9ZZVMYWH5Z35Y661EZEZ1ZT2YRJK82P0407R90,ALHOGP0VKKGM3,"","","","","","","","","Really?: The claim: the pill can make you put on weight
",531,149796
YW9ZZVMYWH5Z35Y661EZ3HNZY8HYWXPZGDY9FG6Z,AMJY7CKRBEI2A,"","","","","","","","","Really?: The claim: the pill can make you put on weight
",531,149796
YW9ZZVMYWH5Z35Y661EZNSBZW8ZH8XPM13HSEYMZ,A2LRADB3KFT2AO,"","","","","","","","","Really?: The claim: the pill can make you put on weight
",531,149796
YW9ZZVMYWH5Z35Y661EZ9WWZNRZHHTKTYBZ3Y9M0,A15L6WGIK3VU7N,"","","","","","","","","Really?: The claim: the pill can make you put on weight
",531,149796
YW9ZZVMYWH5Z35Y661EZ1ZDYVCYTV89ZH9ZDJW90,A8ERQT8X2HQPK,"","","","","","","","","Really?: The claim: the pill can make you put on weight
",531,149796
YW9ZZVMYWH5Z35Y661EZDKZZV8GDXW126F8MGZBZ,ARQ4J4TLTPBNC,"","","","","","","","","Really?: The claim: the pill can make you put on weight
",531,149796
